====================================================================================================
COMPREHENSIVE CLASSIFICATION REPORT
Frequency Domain CNN - Fruits-360 Dataset (6-channel: Magnitude + 1 Phase Component)
====================================================================================================

OVERALL METRICS:
----------------------------------------------------------------------------------------------------
Overall Accuracy:           0.819520 (81.9520%)
Cohen's Kappa Score:        0.818634
Total Test Samples:         39212
Number of Classes:          225
Correctly Classified:       32135
Misclassified:              7077

====================================================================================================
PER-CLASS METRICS:
====================================================================================================

Class Name                     Precision    Recall       F1-Score     Sensitivity   Specificity   Error Rate   Support   
26425      Pear 13                        Pear 7                         INCORRECT ✗    
26426      Pear 13                        Pear 7                         INCORRECT ✗    
26427      Pear 13                        Pear 7                         INCORRECT ✗    
26428      Pear 13                        Pear 7                         INCORRECT ✗    
26429      Pear 13                        Pear 13                        CORRECT ✓      
26430      Pear 13                        Pear 7                         INCORRECT ✗    
26431      Pear 13                        Pear 13                        CORRECT ✓      
26432      Pear 13                        Pear 13                        CORRECT ✓      
26433      Pear 13                        Pear 13                        CORRECT ✓      
26434      Pear 13                        Pear 13                        CORRECT ✓      
26435      Pear 13                        Pear 13                        CORRECT ✓      
26436      Pear 13                        Pear 13                        CORRECT ✓      
26437      Pear 13                        Pear 13                        CORRECT ✓      
26438      Pear 13                        Pear 13                        CORRECT ✓      
26439      Pear 13                        Pear 13                        CORRECT ✓      
26440      Pear 13                        Pear 13                        CORRECT ✓      
26441      Pear 13                        Pear 7                         INCORRECT ✗    
26442      Pear 13                        Pear 7                         INCORRECT ✗    
26443      Pear 13                        Pear 7                         INCORRECT ✗    
26444      Pear 13                        Pear 13                        CORRECT ✓      
26445      Pear 13                        Pear 7                         INCORRECT ✗    
26446      Pear 13                        Pear 13                        CORRECT ✓      
26447      Pear 13                        Pear 13                        CORRECT ✓      
26448      Pear 13                        Pear 7                         INCORRECT ✗    
26449      Pear 13                        Pear 7                         INCORRECT ✗    
26450      Pear 13                        Pear 7                         INCORRECT ✗    
26451      Pear 13                        Pear 7                         INCORRECT ✗    
26452      Pear 13                        Pear 7                         INCORRECT ✗    
26453      Pear 13                        Pear 7                         INCORRECT ✗    
26454      Pear 13                        Pear 13                        CORRECT ✓      
26455      Pear 13                        Pear 13                        CORRECT ✓      
26456      Pear 13                        Pear 13                        CORRECT ✓      
26457      Pear 13                        Pear 13                        CORRECT ✓      
26458      Pear 13                        Pear 13                        CORRECT ✓      
26459      Pear 13                        Pear 13                        CORRECT ✓      
26460      Pear 13                        Pear 13                        CORRECT ✓      
26461      Pear 13                        Pear 13                        CORRECT ✓      
26462      Pear 13                        Cherimoya 1                    INCORRECT ✗    
26463      Pear 13                        Cherimoya 1                    INCORRECT ✗    
26464      Pear 13                        Pear 7                         INCORRECT ✗    
26465      Pear 13                        Pear 13                        CORRECT ✓      
26466      Pear 13                        Pear 7                         INCORRECT ✗    
26467      Pear 13                        Pear 9                         INCORRECT ✗    
26468      Pear 13                        Peach 5                        INCORRECT ✗    
26469      Pear 13                        Pear 9                         INCORRECT ✗    
26470      Pear 13                        Pear 9                         INCORRECT ✗    
26471      Pear 13                        Pear 9                         INCORRECT ✗    
26472      Pear 13                        Pear 9                         INCORRECT ✗    
26473      Pear 13                        Peach 5                        INCORRECT ✗    
26474      Pear 13                        Pear 9                         INCORRECT ✗    
26475      Pear 13                        Peach 5                        INCORRECT ✗    
26476      Pear 13                        Pear 9                         INCORRECT ✗    
26477      Pear 13                        Pear 7                         INCORRECT ✗    
26478      Pear 13                        Pear 8                         INCORRECT ✗    
26479      Pear 13                        Pear 7                         INCORRECT ✗    
26480      Pear 13                        Pear 7                         INCORRECT ✗    
26481      Pear 13                        Peach 6                        INCORRECT ✗    
26482      Pear 13                        Pear 7                         INCORRECT ✗    
26483      Pear 13                        Pear 7                         INCORRECT ✗    
26484      Pear 13                        Peach 6                        INCORRECT ✗    
26485      Pear 13                        Pear 7                         INCORRECT ✗    
26486      Pear 13                        Peach 6                        INCORRECT ✗    
26487      Pear 13                        Pear 7                         INCORRECT ✗    
26488      Pear 13                        Pear 13                        CORRECT ✓      
26489      Pear 13                        Pear 7                         INCORRECT ✗    
26490      Pear 13                        Tomato Maroon 2                INCORRECT ✗    
26491      Pear 13                        Pear 7                         INCORRECT ✗    
26492      Pear 13                        Pear 13                        CORRECT ✓      
26493      Pear 13                        Pear 7                         INCORRECT ✗    
26494      Pear 13                        Peach 6                        INCORRECT ✗    
26495      Pear 13                        Pear 7                         INCORRECT ✗    
26496      Pear 13                        Pear 13                        CORRECT ✓      
26497      Pear 13                        Pear 7                         INCORRECT ✗    
26498      Pear 13                        Pear 7                         INCORRECT ✗    
26499      Pear 13                        Pear 13                        CORRECT ✓      
26500      Pear 13                        Pear 13                        CORRECT ✓      
26501      Pear 13                        Pear 7                         INCORRECT ✗    
26502      Pear 13                        Pear 13                        CORRECT ✓      
26503      Pear 13                        Pear 7                         INCORRECT ✗    
26504      Pear 13                        Pear 13                        CORRECT ✓      
26505      Pear 13                        Pear 9                         INCORRECT ✗    
26506      Pear 13                        Pear 13                        CORRECT ✓      
26507      Pear 13                        Pear 13                        CORRECT ✓      
26508      Pear 13                        Pear 3                         INCORRECT ✗    
26509      Pear 13                        Pear 3                         INCORRECT ✗    
26510      Pear 13                        Pear 13                        CORRECT ✓      
26511      Pear 13                        Cherimoya 1                    INCORRECT ✗    
26512      Pear 13                        Cherimoya 1                    INCORRECT ✗    
26513      Pear 13                        Cherimoya 1                    INCORRECT ✗    
26514      Pear 13                        Pear 13                        CORRECT ✓      
26515      Pear 13                        Nut 5                          INCORRECT ✗    
26516      Pear 13                        Pear 13                        CORRECT ✓      
26517      Pear 13                        Pear 7                         INCORRECT ✗    
26518      Pear 13                        Pear 7                         INCORRECT ✗    
26519      Pear 13                        Pear 13                        CORRECT ✓      
26520      Pear 13                        Pear 13                        CORRECT ✓      
26521      Pear 13                        Pear 13                        CORRECT ✓      
26522      Pear 13                        Pear 13                        CORRECT ✓      
26523      Pear 13                        Pear 13                        CORRECT ✓      
26524      Pear 13                        Pear 7                         INCORRECT ✗    
26525      Pear 13                        Pear 13                        CORRECT ✓      
26526      Pear 13                        Pear 13                        CORRECT ✓      
26527      Pear 13                        Pear 7                         INCORRECT ✗    
26528      Pear 13                        Pear 7                         INCORRECT ✗    
26529      Pear 13                        Pear 6                         INCORRECT ✗    
26530      Pear 13                        Pear 6                         INCORRECT ✗    
26531      Pear 13                        Pear 6                         INCORRECT ✗    
26532      Pear 13                        Pear 9                         INCORRECT ✗    
26533      Pear 13                        Pear 9                         INCORRECT ✗    
26534      Pear 13                        Pear 7                         INCORRECT ✗    
26535      Pear 13                        Pear 7                         INCORRECT ✗    
26536      Pear 13                        Peach 3                        INCORRECT ✗    
26537      Pear 13                        Pear 7                         INCORRECT ✗    
26538      Pear 13                        Pear 9                         INCORRECT ✗    
26539      Pear 13                        Pear 7                         INCORRECT ✗    
26540      Pear 13                        Pear 13                        CORRECT ✓      
26541      Pear 2                         Pear 2                         CORRECT ✓      
26542      Pear 2                         Pear 2                         CORRECT ✓      
26543      Pear 2                         Pear 2                         CORRECT ✓      
26544      Pear 2                         Pear 2                         CORRECT ✓      
26545      Pear 2                         Pear 2                         CORRECT ✓      
26546      Pear 2                         Pear 2                         CORRECT ✓      
26547      Pear 2                         Pear 2                         CORRECT ✓      
26548      Pear 2                         Pear 2                         CORRECT ✓      
26549      Pear 2                         Pear 2                         CORRECT ✓      
26550      Pear 2                         Pear 2                         CORRECT ✓      
26551      Pear 2                         Pear 2                         CORRECT ✓      
26552      Pear 2                         Pear 2                         CORRECT ✓      
26553      Pear 2                         Pear 2                         CORRECT ✓      
26554      Pear 2                         Pear 2                         CORRECT ✓      
26555      Pear 2                         Pear 2                         CORRECT ✓      
26556      Pear 2                         Pear 2                         CORRECT ✓      
26557      Pear 2                         Pear 2                         CORRECT ✓      
26558      Pear 2                         Pear 2                         CORRECT ✓      
26559      Pear 2                         Pear 2                         CORRECT ✓      
26560      Pear 2                         Pear 2                         CORRECT ✓      
26561      Pear 2                         Pear 2                         CORRECT ✓      
26562      Pear 2                         Pear 2                         CORRECT ✓      
26563      Pear 2                         Pear 2                         CORRECT ✓      
26564      Pear 2                         Pear 2                         CORRECT ✓      
26565      Pear 2                         Pear 2                         CORRECT ✓      
26566      Pear 2                         Pear 2                         CORRECT ✓      
26567      Pear 2                         Pear 2                         CORRECT ✓      
26568      Pear 2                         Pear 2                         CORRECT ✓      
26569      Pear 2                         Pear 2                         CORRECT ✓      
26570      Pear 2                         Pear 2                         CORRECT ✓      
26571      Pear 2                         Pear 2                         CORRECT ✓      
26572      Pear 2                         Pear 2                         CORRECT ✓      
26573      Pear 2                         Pear 2                         CORRECT ✓      
26574      Pear 2                         Pear 2                         CORRECT ✓      
26575      Pear 2                         Pear 2                         CORRECT ✓      
26576      Pear 2                         Pear 2                         CORRECT ✓      
26577      Pear 2                         Pear 2                         CORRECT ✓      
26578      Pear 2                         Pear 2                         CORRECT ✓      
26579      Pear 2                         Pear 2                         CORRECT ✓      
26580      Pear 2                         Pear 2                         CORRECT ✓      
26581      Pear 2                         Pear 2                         CORRECT ✓      
26582      Pear 2                         Pear 2                         CORRECT ✓      
26583      Pear 2                         Pear 2                         CORRECT ✓      
26584      Pear 2                         Pear 2                         CORRECT ✓      
26585      Pear 2                         Pear 2                         CORRECT ✓      
26586      Pear 2                         Pear 2                         CORRECT ✓      
26587      Pear 2                         Pear 2                         CORRECT ✓      
26588      Pear 2                         Pear 2                         CORRECT ✓      
26589      Pear 2                         Pear 2                         CORRECT ✓      
26590      Pear 2                         Pear 2                         CORRECT ✓      
26591      Pear 2                         Pear 2                         CORRECT ✓      
26592      Pear 2                         Pear 2                         CORRECT ✓      
26593      Pear 2                         Pear 2                         CORRECT ✓      
26594      Pear 2                         Pear 2                         CORRECT ✓      
26595      Pear 2                         Pear 2                         CORRECT ✓      
26596      Pear 2                         Pear 2                         CORRECT ✓      
26597      Pear 2                         Pear 2                         CORRECT ✓      
26598      Pear 2                         Pear 2                         CORRECT ✓      
26599      Pear 2                         Pear 2                         CORRECT ✓      
26600      Pear 2                         Pear 2                         CORRECT ✓      
26601      Pear 2                         Pear 2                         CORRECT ✓      
26602      Pear 2                         Pear 2                         CORRECT ✓      
26603      Pear 2                         Pear 2                         CORRECT ✓      
26604      Pear 2                         Pear 2                         CORRECT ✓      
26605      Pear 2                         Pear 2                         CORRECT ✓      
26606      Pear 2                         Pear 2                         CORRECT ✓      
26607      Pear 2                         Pear 2                         CORRECT ✓      
26608      Pear 2                         Pear 2                         CORRECT ✓      
26609      Pear 2                         Pear 2                         CORRECT ✓      
26610      Pear 2                         Pear 2                         CORRECT ✓      
26611      Pear 2                         Pear 2                         CORRECT ✓      
26612      Pear 2                         Pear 2                         CORRECT ✓      
26613      Pear 2                         Pear 2                         CORRECT ✓      
26614      Pear 2                         Pear 2                         CORRECT ✓      
26615      Pear 2                         Pear 2                         CORRECT ✓      
26616      Pear 2                         Pear 2                         CORRECT ✓      
26617      Pear 2                         Pear 2                         CORRECT ✓      
26618      Pear 2                         Pear 2                         CORRECT ✓      
26619      Pear 2                         Pear 2                         CORRECT ✓      
26620      Pear 2                         Pear 2                         CORRECT ✓      
26621      Pear 2                         Pear 2                         CORRECT ✓      
26622      Pear 2                         Pear 2                         CORRECT ✓      
26623      Pear 2                         Pear 2                         CORRECT ✓      
26624      Pear 2                         Pear 2                         CORRECT ✓      
26625      Pear 2                         Pear 2                         CORRECT ✓      
26626      Pear 2                         Pear 2                         CORRECT ✓      
26627      Pear 2                         Pear 2                         CORRECT ✓      
26628      Pear 2                         Pear 2                         CORRECT ✓      
26629      Pear 2                         Pear 2                         CORRECT ✓      
26630      Pear 2                         Pear 2                         CORRECT ✓      
26631      Pear 2                         Pear 2                         CORRECT ✓      
26632      Pear 2                         Pear 2                         CORRECT ✓      
26633      Pear 2                         Pear 2                         CORRECT ✓      
26634      Pear 2                         Pear 2                         CORRECT ✓      
26635      Pear 2                         Pear 2                         CORRECT ✓      
26636      Pear 2                         Pear 2                         CORRECT ✓      
26637      Pear 2                         Pear 2                         CORRECT ✓      
26638      Pear 2                         Pear 2                         CORRECT ✓      
26639      Pear 2                         Pear 2                         CORRECT ✓      
26640      Pear 2                         Pear 2                         CORRECT ✓      
26641      Pear 2                         Pear 2                         CORRECT ✓      
26642      Pear 2                         Pear 2                         CORRECT ✓      
26643      Pear 2                         Pear 2                         CORRECT ✓      
26644      Pear 2                         Pear 2                         CORRECT ✓      
26645      Pear 2                         Pear 2                         CORRECT ✓      
26646      Pear 2                         Pear 2                         CORRECT ✓      
26647      Pear 2                         Pear 2                         CORRECT ✓      
26648      Pear 2                         Pear 2                         CORRECT ✓      
26649      Pear 2                         Pear 2                         CORRECT ✓      
26650      Pear 2                         Pear 2                         CORRECT ✓      
26651      Pear 2                         Pear 2                         CORRECT ✓      
26652      Pear 2                         Pear 2                         CORRECT ✓      
26653      Pear 2                         Pear 2                         CORRECT ✓      
26654      Pear 2                         Pear 2                         CORRECT ✓      
26655      Pear 2                         Pear 2                         CORRECT ✓      
26656      Pear 2                         Pear 2                         CORRECT ✓      
26657      Pear 2                         Pear 2                         CORRECT ✓      
26658      Pear 2                         Pear 2                         CORRECT ✓      
26659      Pear 2                         Pear 2                         CORRECT ✓      
26660      Pear 2                         Pear 2                         CORRECT ✓      
26661      Pear 2                         Cactus fruit red 1             INCORRECT ✗    
26662      Pear 2                         Cactus fruit red 1             INCORRECT ✗    
26663      Pear 2                         Pear 2                         CORRECT ✓      
26664      Pear 2                         Pear 2                         CORRECT ✓      
26665      Pear 2                         Pear 2                         CORRECT ✓      
26666      Pear 2                         Pear 2                         CORRECT ✓      
26667      Pear 2                         Pear 2                         CORRECT ✓      
26668      Pear 2                         Pear 2                         CORRECT ✓      
26669      Pear 2                         Pear 2                         CORRECT ✓      
26670      Pear 2                         Pear 2                         CORRECT ✓      
26671      Pear 2                         Pear 2                         CORRECT ✓      
26672      Pear 2                         Pear 2                         CORRECT ✓      
26673      Pear 2                         Pear 2                         CORRECT ✓      
26674      Pear 2                         Pear 2                         CORRECT ✓      
26675      Pear 2                         Pear 2                         CORRECT ✓      
26676      Pear 2                         Pear 2                         CORRECT ✓      
26677      Pear 2                         Pear 2                         CORRECT ✓      
26678      Pear 2                         Pear 2                         CORRECT ✓      
26679      Pear 2                         Pear 2                         CORRECT ✓      
26680      Pear 2                         Pear 2                         CORRECT ✓      
26681      Pear 2                         Pear 2                         CORRECT ✓      
26682      Pear 2                         Pear 2                         CORRECT ✓      
26683      Pear 2                         Pear 2                         CORRECT ✓      
26684      Pear 2                         Pear 2                         CORRECT ✓      
26685      Pear 2                         Pear 2                         CORRECT ✓      
26686      Pear 2                         Pear 2                         CORRECT ✓      
26687      Pear 2                         Pear 2                         CORRECT ✓      
26688      Pear 2                         Pear 2                         CORRECT ✓      
26689      Pear 2                         Pear 2                         CORRECT ✓      
26690      Pear 2                         Pear 2                         CORRECT ✓      
26691      Pear 2                         Pear 2                         CORRECT ✓      
26692      Pear 2                         Pear 2                         CORRECT ✓      
26693      Pear 2                         Pear 2                         CORRECT ✓      
26694      Pear 2                         Pear 2                         CORRECT ✓      
26695      Pear 2                         Pear 2                         CORRECT ✓      
26696      Pear 2                         Pear 2                         CORRECT ✓      
26697      Pear 2                         Cactus fruit red 1             INCORRECT ✗    
26698      Pear 2                         Pear 2                         CORRECT ✓      
26699      Pear 2                         Pear 2                         CORRECT ✓      
26700      Pear 2                         Pear 2                         CORRECT ✓      
26701      Pear 2                         Pear 2                         CORRECT ✓      
26702      Pear 2                         Pear 2                         CORRECT ✓      
26703      Pear 2                         Pear 2                         CORRECT ✓      
26704      Pear 2                         Pear 2                         CORRECT ✓      
26705      Pear 2                         Pear 2                         CORRECT ✓      
26706      Pear 2                         Pear 2                         CORRECT ✓      
26707      Pear 2                         Pear 2                         CORRECT ✓      
26708      Pear 2                         Pear 2                         CORRECT ✓      
26709      Pear 2                         Pear 2                         CORRECT ✓      
26710      Pear 2                         Pear 2                         CORRECT ✓      
26711      Pear 2                         Pear 2                         CORRECT ✓      
26712      Pear 2                         Pear 2                         CORRECT ✓      
26713      Pear 2                         Pear 2                         CORRECT ✓      
26714      Pear 2                         Pear 2                         CORRECT ✓      
26715      Pear 2                         Pear 2                         CORRECT ✓      
26716      Pear 2                         Pear 2                         CORRECT ✓      
26717      Pear 2                         Pear 2                         CORRECT ✓      
26718      Pear 2                         Pear 2                         CORRECT ✓      
26719      Pear 2                         Pear 2                         CORRECT ✓      
26720      Pear 2                         Pear 2                         CORRECT ✓      
26721      Pear 2                         Pear 2                         CORRECT ✓      
26722      Pear 2                         Pear 2                         CORRECT ✓      
26723      Pear 2                         Pear 2                         CORRECT ✓      
26724      Pear 2                         Pear 2                         CORRECT ✓      
26725      Pear 2                         Pear 2                         CORRECT ✓      
26726      Pear 2                         Pear 2                         CORRECT ✓      
26727      Pear 2                         Pear 2                         CORRECT ✓      
26728      Pear 2                         Pear 2                         CORRECT ✓      
26729      Pear 2                         Pear 2                         CORRECT ✓      
26730      Pear 2                         Pear 2                         CORRECT ✓      
26731      Pear 2                         Pear 2                         CORRECT ✓      
26732      Pear 2                         Pear 2                         CORRECT ✓      
26733      Pear 2                         Pear 2                         CORRECT ✓      
26734      Pear 2                         Pear 2                         CORRECT ✓      
26735      Pear 2                         Pear 2                         CORRECT ✓      
26736      Pear 2                         Pear 2                         CORRECT ✓      
26737      Pear 2                         Pear 2                         CORRECT ✓      
26738      Pear 2                         Pear 2                         CORRECT ✓      
26739      Pear 2                         Pear 2                         CORRECT ✓      
26740      Pear 2                         Pear 2                         CORRECT ✓      
26741      Pear 2                         Pear 2                         CORRECT ✓      
26742      Pear 2                         Pear 2                         CORRECT ✓      
26743      Pear 2                         Pear 2                         CORRECT ✓      
26744      Pear 2                         Pear 2                         CORRECT ✓      
26745      Pear 2                         Pear 2                         CORRECT ✓      
26746      Pear 2                         Pear 2                         CORRECT ✓      
26747      Pear 2                         Pear 2                         CORRECT ✓      
26748      Pear 2                         Pear 2                         CORRECT ✓      
26749      Pear 2                         Pear 2                         CORRECT ✓      
26750      Pear 2                         Pear 2                         CORRECT ✓      
26751      Pear 2                         Pear 2                         CORRECT ✓      
26752      Pear 2                         Pear 2                         CORRECT ✓      
26753      Pear 2                         Pear 2                         CORRECT ✓      
26754      Pear 2                         Pear 2                         CORRECT ✓      
26755      Pear 2                         Pear 2                         CORRECT ✓      
26756      Pear 2                         Pear 2                         CORRECT ✓      
26757      Pear 2                         Pear 2                         CORRECT ✓      
26758      Pear 2                         Pear 2                         CORRECT ✓      
26759      Pear 2                         Pear 2                         CORRECT ✓      
26760      Pear 2                         Pear 2                         CORRECT ✓      
26761      Pear 2                         Pear 2                         CORRECT ✓      
26762      Pear 2                         Pear Stone 1                   INCORRECT ✗    
26763      Pear 2                         Cactus fruit green 1           INCORRECT ✗    
26764      Pear 2                         Cactus fruit green 1           INCORRECT ✗    
26765      Pear 2                         Pear 2                         CORRECT ✓      
26766      Pear 2                         Pear 2                         CORRECT ✓      
26767      Pear 2                         Pear 2                         CORRECT ✓      
26768      Pear 2                         Pear 2                         CORRECT ✓      
26769      Pear 2                         Pear 2                         CORRECT ✓      
26770      Pear 2                         Pear 2                         CORRECT ✓      
26771      Pear 2                         Pear 2                         CORRECT ✓      
26772      Pear 2                         Pear 2                         CORRECT ✓      
26773      Pear 3                         Pear 5                         INCORRECT ✗    
26774      Pear 3                         Pear 3                         CORRECT ✓      
26775      Pear 3                         Pear 3                         CORRECT ✓      
26776      Pear 3                         Pear 5                         INCORRECT ✗    
26777      Pear 3                         Pear 3                         CORRECT ✓      
26778      Pear 3                         Pear 6                         INCORRECT ✗    
26779      Pear 3                         Pear 3                         CORRECT ✓      
26780      Pear 3                         Pear 5                         INCORRECT ✗    
26781      Pear 3                         Pear 3                         CORRECT ✓      
26782      Pear 3                         Pear 3                         CORRECT ✓      
26783      Pear 3                         Pear 3                         CORRECT ✓      
26784      Pear 3                         Pear 3                         CORRECT ✓      
26785      Pear 3                         Pear 3                         CORRECT ✓      
26786      Pear 3                         Pear 3                         CORRECT ✓      
26787      Pear 3                         Pear 8                         INCORRECT ✗    
26788      Pear 3                         Pear 7                         INCORRECT ✗    
26789      Pear 3                         Pear 7                         INCORRECT ✗    
26790      Pear 3                         Pear 7                         INCORRECT ✗    
26791      Pear 3                         Pear 8                         INCORRECT ✗    
26792      Pear 3                         Pear 7                         INCORRECT ✗    
26793      Pear 3                         Pear 7                         INCORRECT ✗    
26794      Pear 3                         Pear 7                         INCORRECT ✗    
26795      Pear 3                         Pear 7                         INCORRECT ✗    
26796      Pear 3                         Pear 8                         INCORRECT ✗    
26797      Pear 3                         Pear 3                         CORRECT ✓      
26798      Pear 3                         Pear 3                         CORRECT ✓      
26799      Pear 3                         Pear 3                         CORRECT ✓      
26800      Pear 3                         Pear 3                         CORRECT ✓      
26801      Pear 3                         Pear 3                         CORRECT ✓      
26802      Pear 3                         Pear 7                         INCORRECT ✗    
26803      Pear 3                         Pear 3                         CORRECT ✓      
26804      Pear 3                         Pear 3                         CORRECT ✓      
26805      Pear 3                         Pear 3                         CORRECT ✓      
26806      Pear 3                         Pear 3                         CORRECT ✓      
26807      Pear 3                         Pear 3                         CORRECT ✓      
26808      Pear 3                         Pear 3                         CORRECT ✓      
26809      Pear 3                         Pear 3                         CORRECT ✓      
26810      Pear 3                         Pear 3                         CORRECT ✓      
26811      Pear 3                         Pear 3                         CORRECT ✓      
26812      Pear 3                         Pear 3                         CORRECT ✓      
26813      Pear 3                         Pear 7                         INCORRECT ✗    
26814      Pear 3                         Pear 3                         CORRECT ✓      
26815      Pear 3                         Pear 5                         INCORRECT ✗    
26816      Pear 3                         Pear 3                         CORRECT ✓      
26817      Pear 3                         Pear 5                         INCORRECT ✗    
26818      Pear 3                         Pear 3                         CORRECT ✓      
26819      Pear 3                         Pear 3                         CORRECT ✓      
26820      Pear 3                         Pear 3                         CORRECT ✓      
26821      Pear 3                         Pear 8                         INCORRECT ✗    
26822      Pear 3                         Pear 3                         CORRECT ✓      
26823      Pear 3                         Pear 3                         CORRECT ✓      
26824      Pear 3                         Pear 3                         CORRECT ✓      
26825      Pear 3                         Pear 3                         CORRECT ✓      
26826      Pear 3                         Pear 8                         INCORRECT ✗    
26827      Pear 3                         Pear 3                         CORRECT ✓      
26828      Pear 3                         Pear 7                         INCORRECT ✗    
26829      Pear 3                         Pear 3                         CORRECT ✓      
26830      Pear 3                         Pear 3                         CORRECT ✓      
26831      Pear 3                         Pear 3                         CORRECT ✓      
26832      Pear 3                         Pear 3                         CORRECT ✓      
26833      Pear 3                         Pear 3                         CORRECT ✓      
26834      Pear 3                         Pear 3                         CORRECT ✓      
26835      Pear 3                         Pear 3                         CORRECT ✓      
26836      Pear 3                         Pear 3                         CORRECT ✓      
26837      Pear 3                         Pear 3                         CORRECT ✓      
26838      Pear 3                         Pear 3                         CORRECT ✓      
26839      Pear 3                         Pear 7                         INCORRECT ✗    
26840      Pear 3                         Pear 3                         CORRECT ✓      
26841      Pear 3                         Pear 3                         CORRECT ✓      
26842      Pear 3                         Pear 3                         CORRECT ✓      
26843      Pear 3                         Pear 3                         CORRECT ✓      
26844      Pear 3                         Pear 3                         CORRECT ✓      
26845      Pear 5                         Pear 8                         INCORRECT ✗    
26846      Pear 5                         Pear 5                         CORRECT ✓      
26847      Pear 5                         Pear 8                         INCORRECT ✗    
26848      Pear 5                         Pear 5                         CORRECT ✓      
26849      Pear 5                         Pear 5                         CORRECT ✓      
26850      Pear 5                         Pear 5                         CORRECT ✓      
26851      Pear 5                         Pear 5                         CORRECT ✓      
26852      Pear 5                         Pear 5                         CORRECT ✓      
26853      Pear 5                         Pear 5                         CORRECT ✓      
26854      Pear 5                         Pear 5                         CORRECT ✓      
26855      Pear 5                         Pear 5                         CORRECT ✓      
26856      Pear 5                         Pear 5                         CORRECT ✓      
26857      Pear 5                         Pear 5                         CORRECT ✓      
26858      Pear 5                         Pear 5                         CORRECT ✓      
26859      Pear 5                         Pear 5                         CORRECT ✓      
26860      Pear 5                         Pear 5                         CORRECT ✓      
26861      Pear 5                         Pear 5                         CORRECT ✓      
26862      Pear 5                         Pear 5                         CORRECT ✓      
26863      Pear 5                         Pear 5                         CORRECT ✓      
26864      Pear 5                         Pear 5                         CORRECT ✓      
26865      Pear 5                         Pear 5                         CORRECT ✓      
26866      Pear 5                         Pear 5                         CORRECT ✓      
26867      Pear 5                         Pear 5                         CORRECT ✓      
26868      Pear 5                         Pear 5                         CORRECT ✓      
26869      Pear 5                         Pear 5                         CORRECT ✓      
26870      Pear 5                         Pear 5                         CORRECT ✓      
26871      Pear 5                         Pear 5                         CORRECT ✓      
26872      Pear 5                         Pear 5                         CORRECT ✓      
26873      Pear 5                         Pear 5                         CORRECT ✓      
26874      Pear 5                         Pear 5                         CORRECT ✓      
26875      Pear 5                         Pear 5                         CORRECT ✓      
26876      Pear 5                         Pear 5                         CORRECT ✓      
26877      Pear 5                         Pear 5                         CORRECT ✓      
26878      Pear 5                         Pear 5                         CORRECT ✓      
26879      Pear 5                         Pear 5                         CORRECT ✓      
26880      Pear 5                         Pear 5                         CORRECT ✓      
26881      Pear 5                         Pear 5                         CORRECT ✓      
26882      Pear 5                         Pear 5                         CORRECT ✓      
26883      Pear 5                         Pear 5                         CORRECT ✓      
26884      Pear 5                         Pear 5                         CORRECT ✓      
26885      Pear 5                         Pear 5                         CORRECT ✓      
26886      Pear 5                         Pear 5                         CORRECT ✓      
26887      Pear 5                         Pear 5                         CORRECT ✓      
26888      Pear 5                         Pear 5                         CORRECT ✓      
26889      Pear 5                         Pear 5                         CORRECT ✓      
26890      Pear 5                         Pear 5                         CORRECT ✓      
26891      Pear 5                         Pear 5                         CORRECT ✓      
26892      Pear 5                         Pear 5                         CORRECT ✓      
26893      Pear 5                         Pear 5                         CORRECT ✓      
26894      Pear 5                         Pear 5                         CORRECT ✓      
26895      Pear 5                         Pear 5                         CORRECT ✓      
26896      Pear 5                         Pear 5                         CORRECT ✓      
26897      Pear 5                         Pear 5                         CORRECT ✓      
26898      Pear 5                         Pear 5                         CORRECT ✓      
26899      Pear 5                         Pear 5                         CORRECT ✓      
26900      Pear 5                         Pear 5                         CORRECT ✓      
26901      Pear 5                         Pear 5                         CORRECT ✓      
26902      Pear 5                         Pear 5                         CORRECT ✓      
26903      Pear 5                         Pear 5                         CORRECT ✓      
26904      Pear 5                         Pear 5                         CORRECT ✓      
26905      Pear 5                         Pear 5                         CORRECT ✓      
26906      Pear 5                         Pear 5                         CORRECT ✓      
26907      Pear 5                         Pear 5                         CORRECT ✓      
26908      Pear 5                         Pear 5                         CORRECT ✓      
26909      Pear 5                         Pear 5                         CORRECT ✓      
26910      Pear 5                         Pear 5                         CORRECT ✓      
26911      Pear 5                         Pear 5                         CORRECT ✓      
26912      Pear 5                         Pear 5                         CORRECT ✓      
26913      Pear 5                         Pear 5                         CORRECT ✓      
26914      Pear 5                         Pear 5                         CORRECT ✓      
